BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,6,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,1220.8,FR,3204111000,,,,,,,DSPRS DYE BLU19-296 BRN19,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,7,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,9590,FR,3204111000,,,,,,,DSPRS DYE BLU19-296 BRN19,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,8,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,15110,FR,2931909052,,,,,,,ORGANO-INORGAN:OTH OTHER,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,9,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,2356.2,FR,2621900000,,,,,,,OTHER SLAG AND ASH,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,10,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,3105,FR,3209100000,,,,,,,PAINTS/VARNISH AQUEOUS ACR,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,11,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,3082,FR,3209100000,,,,,,,PAINTS/VARNISH AQUEOUS ACR,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,12,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,2800,FR,3209100000,,,,,,,PAINTS/VARNISH AQUEOUS ACR,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,13,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,4533,FR,3209100000,,,,,,,PAINTS/VARNISH AQUEOUS ACR,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,14,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,6549.4,FR,3402901000,,,,,,,SYNTHETIC DETERGENTS ORGAN,,,,,,
2562882,02272969',MESHA STEELS  LLC,20-274801900,1,99030187,RU-IN EO 232 EX,ATLAS STAINLESS CORPORATION PVT. LTD,10/06/2025,10/01/2025,8/26/2025,Vessel Container,80700.4,IN,99030133,99038187,7222200064,,,,,IEEPA-RECIPROCAL EXCLUSION 232,STL  NT 16(J) ALL CTRIES,BR/RD SS:18-152.4MM =>8-24,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,55272.77,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,30554.28,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,7755.89,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,3154.92,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,1489.7,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,4464.04,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,5957.98,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,55272.77,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,29683.52,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,744.85,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,3877.95,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,2976.02,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,16125.87,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,35646.66,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,3348.42,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,4464.04,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,4932.35,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,2234.56,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,27159.36,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,4964.98,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,7755.89,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,2976.02,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,6309.84,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,7,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,748.48,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,17873.94,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,10045.27,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,5726.93,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,2976.02,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,10184.76,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563027,02273231',BORGERS USA CORP,65-117296500,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,5170.6,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,55272.77,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,22066.98,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,9929.97,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,6309.84,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,2976.02,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,5580.71,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,744.85,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,7,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,3288.23,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,1496.96,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,3154.92,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,3724.26,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,1697.46,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,5952.05,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,2232.28,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,7,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,6950.98,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,8,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,23267.68,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,9,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,4932.35,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
2563081,02273249',BORGERS USA CORP,65-117296500,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUTONEUM PILSEN S.R.O.,10/06/2025,10/06/2025,9/23/2025,Vessel Container,55272.77,CZ,99039453,8708295160,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-,,,,,
4537984,02273561',NGP MOTORSPORTS LLC,87-365129000,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,SEAT CUPRA S.A.,10/06/2025,10/02/2025,10/01/2025,Air Non-container,8403.98,ES,99039453,8708806590,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),OTH PARTS FOR SUSPENSION S,,,,,
4537984,02273561',NGP MOTORSPORTS LLC,87-365129000,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,SEAT CUPRA S.A.,10/06/2025,10/02/2025,10/01/2025,Air Non-container,12978.49,ES,99039453,8407344800,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),ENGINS NEW VEHIC>2000CC 87,,,,,
4537984,02273561',NGP MOTORSPORTS LLC,87-365129000,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,SEAT CUPRA S.A.,10/06/2025,10/02/2025,10/01/2025,Air Non-container,5411.58,ES,99039453,8708106050,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),OTHER PARTS OF BUMPERS,,,,,
4537984,02273561',NGP MOTORSPORTS LLC,87-365129000,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,SEAT CUPRA S.A.,10/06/2025,10/02/2025,10/01/2025,Air Non-container,915.05,ES,99039453,8708106050,,,,,,PASS VEH  LT TRKS NT33 SBDV(M),OTHER PARTS OF BUMPERS,,,,,
2563018,02274023',BARLINEK USA CORP,38-411880600,1,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,BARLINEK INWESTYCJE SP.Z.O.O.,10/06/2025,10/05/2025,9/11/2025,Vessel Container,2609.99,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2563018,02274023',BARLINEK USA CORP,38-411880600,2,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,BARLINEK INWESTYCJE SP.Z.O.O.,10/06/2025,10/05/2025,9/11/2025,Vessel Container,8553.74,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2563018,02274023',BARLINEK USA CORP,38-411880600,3,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,BARLINEK INWESTYCJE SP.Z.O.O.,10/06/2025,10/05/2025,9/11/2025,Vessel Container,11293.07,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2563018,02274023',BARLINEK USA CORP,38-411880600,4,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,BARLINEK INWESTYCJE SP.Z.O.O.,10/06/2025,10/05/2025,9/11/2025,Vessel Container,3636.08,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2563018,02274023',BARLINEK USA CORP,38-411880600,1,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,BARLINEK INWESTYCJE SP.Z.O.O.,10/06/2025,10/05/2025,9/11/2025,Vessel Container,18243.37,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2563018,02274023',BARLINEK USA CORP,38-411880600,2,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,BARLINEK INWESTYCJE SP.Z.O.O.,10/06/2025,10/05/2025,9/11/2025,Vessel Container,2135.33,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2563018,02274023',BARLINEK USA CORP,38-411880600,1,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,BARLINEK INWESTYCJE SP.Z.O.O.,10/06/2025,10/05/2025,9/11/2025,Vessel Container,8539.28,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2615164,02274270',IN 2 FOOD GOURMET LLC,26-458152400,1,99030114,CA EO USCMA,AGM BAKERY,10/06/2025,10/04/2025,10/02/2025,Truck Non-container,9200,XO,99030126,1905901041,,,,,,IEEPA-RECIPROCAL EXCLUSION CA,FROZEN PASTRY CAKES BISC P,,,,,
2615164,02274270',IN 2 FOOD GOURMET LLC,26-458152400,2,99030114,CA EO USCMA,AGM BAKERY,10/06/2025,10/04/2025,10/02/2025,Truck Non-container,368,XO,99030126,1905901041,,,,,,IEEPA-RECIPROCAL EXCLUSION CA,FROZEN PASTRY CAKES BISC P,,,,,
2615164,02274270',IN 2 FOOD GOURMET LLC,26-458152400,3,99030114,CA EO USCMA,AGM BAKERY,10/06/2025,10/04/2025,10/02/2025,Truck Non-container,368,XO,99030126,1905901041,,,,,,IEEPA-RECIPROCAL EXCLUSION CA,FROZEN PASTRY CAKES BISC P,,,,,
2615164,02274270',IN 2 FOOD GOURMET LLC,26-458152400,4,99030114,CA EO USCMA,AGM BAKERY,10/06/2025,10/04/2025,10/02/2025,Truck Non-container,368,XO,99030126,1905901041,,,,,,IEEPA-RECIPROCAL EXCLUSION CA,FROZEN PASTRY CAKES BISC P,,,,,
4538007,02274361',VIELER INTERNATIONAL LP,58-255440400,2,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL,10/06/2025,10/05/2025,10/05/2025,Air Non-container,89.78,DE,8302423065,,,,,,,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,,
4538007,02274361',VIELER INTERNATIONAL LP,58-255440400,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL,10/06/2025,10/05/2025,10/05/2025,Air Non-container,7.05,DE,99038190,7318156010,,,,,,DERIV STL  NT16(M) ALL CTRIES,OTH BLT&SCRW:THR<6MM SOCSCR SS,,,,,
4538007,02274361',VIELER INTERNATIONAL LP,58-255440400,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL,10/06/2025,10/05/2025,10/05/2025,Air Non-container,7.05,DE,99038190,7318158030,,,,,,DERIV STL  NT16(M) ALL CTRIES,SOCKET SCREWS:>=6MM STAINLSTEL,,,,,
4538007,02274361',VIELER INTERNATIONAL LP,58-255440400,7,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,VIELER INTERNATIONAL,10/06/2025,10/05/2025,10/05/2025,Air Non-container,65.43,DE,7907006000,,,,,,,ZINC ARTICLES  OTHER  NSPF,,,,,,
4538007,02274361',VIELER INTERNATIONAL LP,58-255440400,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL,10/06/2025,10/05/2025,10/05/2025,Air Non-container,175.74,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
4538007,02274361',VIELER INTERNATIONAL LP,58-255440400,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL,10/06/2025,10/05/2025,10/05/2025,Air Non-container,509.39,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
4538007,02274361',VIELER INTERNATIONAL LP,58-255440400,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL,10/06/2025,10/05/2025,10/05/2025,Air Non-container,1088.64,DE,99038191,8302423065,,,,,,DERIV STL  NT16(N) ALL CTRIES,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
4538007,02274361',VIELER INTERNATIONAL LP,58-255440400,1,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL,10/06/2025,10/05/2025,10/05/2025,Air Non-container,92.63,DE,8302423065,,,,,,,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,,
